Numero_Ata;UASG_Gerenciadora;Processo_Compra;Data_Assinatura;Vigencia_Inicial;Vigencia_Final;CNPJ_Fornecedor;Razao_Social_Fornecedor;Numero_Item;Descricao_Item;Qtd_Originaria_Edital;Qtd_Homologada_Vigente;Valor_Unitario_R$;Valor_Total_Item_R$;Objeto_Ata
"00001/2025";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90030/2024";"20/02/2025";"21/02/2025";"21/02/2027";"10.261.106/0001-00";"RSTECH REPAROS E SOLUCOES TECNOLOGICAS LTDA";"00002";"Peça Equipamento Laboratório - Peça Equipamento Laboratório Tipo 1: Conector, Aplicação 1: P/ Cromatografia Iônica/Líquida, Material 1: Peek, Componentes 1: Anel Para Vedação De Capilares, Características Adicionais 1: Compatível C/ Conexão M6 E Capilares Unf 10/32";"19";"19";"17.893,18";"339.970,42";"A presente Ata tem por objeto o registro de preços para aquisição de apetrechos táticos e de campanha, para atender demanda da Diretoria da Força Nacional de Segurança Pública e demais órgão participantes, conforme condições, quantidades e exigências estabelecidas neste Edital e seus anexos."
"00001/2025";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90030/2024";"20/02/2025";"21/02/2025";"21/02/2027";"10.261.106/0001-00";"RSTECH REPAROS E SOLUCOES TECNOLOGICAS LTDA";"00004";"Peça Equipamento Laboratório - Peça Equipamento Laboratório Tipo 1: Conector, Aplicação 1: P/ Cromatografia Iônica/Líquida, Material 1: Peek, Componentes 1: Anel Para Vedação De Capilares, Características Adicionais 1: Compatível C/ Conexão M6 E Capilares Unf 10/32";"1";"1";"17.893,18";"17.893,18";"A presente Ata tem por objeto o registro de preços para aquisição de apetrechos táticos e de campanha, para atender demanda da Diretoria da Força Nacional de Segurança Pública e demais órgão participantes, conforme condições, quantidades e exigências estabelecidas neste Edital e seus anexos."
"00001/2025";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90030/2024";"20/02/2025";"21/02/2025";"21/02/2027";"10.261.106/0001-00";"RSTECH REPAROS E SOLUCOES TECNOLOGICAS LTDA";"00006";"Peça Equipamento Laboratório - Peça Equipamento Laboratório Tipo 1: Conector, Aplicação 1: P/ Cromatografia Iônica/Líquida, Material 1: Peek, Componentes 1: Anel Para Vedação De Capilares, Características Adicionais 1: Compatível C/ Conexão M6 E Capilares Unf 10/32";"6";"6";"90.925,10";"545.550,60";"A presente Ata tem por objeto o registro de preços para aquisição de apetrechos táticos e de campanha, para atender demanda da Diretoria da Força Nacional de Segurança Pública e demais órgão participantes, conforme condições, quantidades e exigências estabelecidas neste Edital e seus anexos."
"00001/2025";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90030/2024";"20/02/2025";"21/02/2025";"21/02/2027";"10.261.106/0001-00";"RSTECH REPAROS E SOLUCOES TECNOLOGICAS LTDA";"00001";"Manutenção e Reparo em Equipamento - Uso Médico - Manutenção preventiva e corretiva equipamento Maxwell RSC";"456";"456";"2.356,00";"1.074.336,00";"A presente Ata tem por objeto o registro de preços para aquisição de apetrechos táticos e de campanha, para atender demanda da Diretoria da Força Nacional de Segurança Pública e demais órgão participantes, conforme condições, quantidades e exigências estabelecidas neste Edital e seus anexos."
"00001/2025";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90030/2024";"20/02/2025";"21/02/2025";"21/02/2027";"10.261.106/0001-00";"RSTECH REPAROS E SOLUCOES TECNOLOGICAS LTDA";"00003";"Manutenção e Reparo em Equipamento - Uso Médico - Manutenção preventiva e corretiva equipamento Maxwell RSC 48";"24";"24";"2.700,00";"64.800,00";"A presente Ata tem por objeto o registro de preços para aquisição de apetrechos táticos e de campanha, para atender demanda da Diretoria da Força Nacional de Segurança Pública e demais órgão participantes, conforme condições, quantidades e exigências estabelecidas neste Edital e seus anexos."
"00001/2025";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90030/2024";"20/02/2025";"21/02/2025";"21/02/2027";"10.261.106/0001-00";"RSTECH REPAROS E SOLUCOES TECNOLOGICAS LTDA";"00005";"Manutenção e Reparo em Equipamento - Uso Médico - Manutenção preventiva e corretiva equipamento Spectrum";"144";"144";"3.209,00";"462.096,00";"A presente Ata tem por objeto o registro de preços para aquisição de apetrechos táticos e de campanha, para atender demanda da Diretoria da Força Nacional de Segurança Pública e demais órgão participantes, conforme condições, quantidades e exigências estabelecidas neste Edital e seus anexos."
"00072/2025";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90023/2025";"05/02/2026";"20/02/2026";"20/02/2027";"15.838.111/0001-49";"MARYLEIDE FONSECA ALMEIDA LTDA";"00028";"CAPUZ USO SALVAMENTO E SEGURANÇA, MATERIAL NEOPRENE 5MM, USO EM CUNJUNTO COM ROUPA DE MERGULHO, TAMANHO SOB MEDIDA, COR PRETO, CARACTERÍSTICAS ADICIONAIS SELADOR FACIAL, FORRAÇÃO EM NYLON, EMENDAS COSTUR A";"1690";"1690";"111,00";"187.590,00";"registro de preços para a eventual aquisição de equipamentos de Controle de Distúrbio Civil - CDC, especificado no item 01 constante da tabela anexa ao item 1.1 do Termo de Referência (32168732), anexo do Edital do Pregão Eletrônico nº 23/2025 (32171870)"
"00072/2025";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90023/2025";"05/02/2026";"20/02/2026";"20/02/2027";"48.245.360/0001-80";"MILITAR PROFISSIONAIS, LAZER E AVENTURA LTDA";"00002";"BOLSA TRANSPORTE, APLICAÇÃO TRANSPORTE MATERIAL EMERGÊNCIA, DIMENSÕES 60 X 28 X 27 CM, CARACTERÍSTICAS ADICIONAIS CONFECCIONADA EM CORDURA 500 DE ALTA RESISTÊNCIA ,";"3644";"3644";"95,00";"346.180,00";"registro de preços para a eventual aquisição de equipamentos de Controle de Distúrbio Civil - CDC, especificado no item 01 constante da tabela anexa ao item 1.1 do Termo de Referência (32168732), anexo do Edital do Pregão Eletrônico nº 23/2025 (32171870)"
"00004/2025";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90030/2024";"12/02/2025";"17/02/2025";"17/02/2027";"08.763.888/0001-26";"VERTICE COMERCIO DE ROUPAS E ACESSORIOS LTDA";"00010";"CAPA CHUVA, MATERIAL NÁILON, TRANSMITÂNCIA OPACA, COR PRETO, GELO E CINZA, CARACTERÍSTICAS ADICIONAIS PADRÃO CAMUFLADO URBANO, COM CAPUZ TIPO PONCHO, TAMANHO REFERÊNCIA GRANDE";"8824";"8824";"205,09";"1.809.714,16";"Retificar o Prazo de vigência da ata."
"00006/2025";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90047/2024";"12/02/2025";"13/02/2025";"12/02/2027";"15.690.857/0002-39";"APURA COMERCIO DE SOFTWARES E ASSESSORIA EM TECNOLOGIA DA INFORMACAO S.A.";"00001";"Contratação de Solução para Investigação em Dark Web  com atualização e suport e por no mínimo 36 meses.";"19";"19";"310.902,90";"5.907.155,07";"A presente Ata tem por objeto o registro de preços para eventual contratação de solução para investigação em dark web, especificados no item do Termo de Referência nº 102/2024 (29862158), anexo I do Edital de Licitação PE 90047/2024 (30169410), que é parte integrante desta Ata, assim como as propostas cujos preços tenham sido registrados (30168414), independentemente de transcrição."
"00006/2025";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90047/2024";"12/02/2025";"13/02/2025";"12/02/2027";"08.299.803/0001-09";"BEM ESTAR HOSPITALAR COMERCIO DE EQUIPAMENTOS HOSPITALAR E MATERIAIS PARA SAUDE ";"00004";"ESTETOSCÓPIO USO EM SAÚDE, TIPO BIAURICULAR, ACESSÓRIOS OLIVAS ANATÔMICAS SILICONE, HASTE HASTE AÇO INOX, TUBO TUBO ""Y"" PVC, AUSCULTADOR AUSCULTADOR DUPLO AÇO INOX C/ ANEL DE BORRACHA, TAMANHO ADULTO";"1895";"1895";"19,63";"37.198,85";"A presente Ata tem por objeto o registro de preços para eventual contratação de solução para investigação em dark web, especificados no item do Termo de Referência nº 102/2024 (29862158), anexo I do Edital de Licitação PE 90047/2024 (30169410), que é parte integrante desta Ata, assim como as propostas cujos preços tenham sido registrados (30168414), independentemente de transcrição."
"00002/2025";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90030/2024";"07/02/2025";"11/02/2025";"11/02/2027";"04.730.121/0001-40";"ARBJI COMERCIO DE ELETRONICOS E COMPONENTES LTDA";"00012";"BARRACA / BARRACA ACAMPAMENTO, MATERIAL LONA PVC, TRATAMENTO SUPERFICIAL IMPERMEABILIZADO, MATERIAL ARMAÇÃO METALON GALVANIZADO, APLICAÇÃO ABRIGO/ COBERTURA DE EVENTOS, CARACTERÍSTICAS ADICIONAIS CONFORME MODELO, TIPO TENDA, COMPRIMENTO 2 M, LARGURA 2 M";"4352";"4352";"839,27";"3.652.503,04";"Registro de preços para aquisição de apetrechos táticos e de campanha, para atender demanda da Diretoria da Força Nacional de Segurança Pública e demais órgão participantes, conforme condições, quantidades e exigências estabelecidas no Edital nº 30/2024 (SEI 29509339) e seus anexos."
"00002/2025";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90030/2024";"07/02/2025";"11/02/2025";"11/02/2027";"97.541.831/0001-02";"GRM MAQUINAS E LOCACOES LTDA";"-";"GERADOR ENERGIA";"255";"255";"3.749,99";"956.247,45";"Registro de preços para aquisição de apetrechos táticos e de campanha, para atender demanda da Diretoria da Força Nacional de Segurança Pública e demais órgão participantes, conforme condições, quantidades e exigências estabelecidas no Edital nº 30/2024 (SEI 29509339) e seus anexos."
"00003/2026";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"00187/2025";"11/02/2026";"12/02/2026";"11/02/2027";"13.145.422/0001-05";"LWS TENDAS IND. E COMERCIO LTDA";"00015";"BARRACA / BARRACA ACAMPAMENTO, MATERIAL LONA PVC, TRATAMENTO SUPERFICIAL IMPERMEABILIZADO, MATERIAL ARMAÇÃO METALON GALVANIZADO, APLICAÇÃO ABRIGO/ COBERTURA DE EVENTOS, CARACTERÍSTICAS ADICIONAIS CONFORME MODELO, TIPO TENDA, COMPRIMENTO 2 M, LARGURA 2 M";"3696";"3696";"999,14";"3.692.821,44";"registro de preços para contratação de serviços contínuos de manutenção dos equipamentos QIAgility, EZ1 Advanced XL, QIAcube e Tissue Lyser, a serem executados SEM dedicação de mão de obra exclusiva, conforme, especificado no item 01 do Termo de Referência (33711591),"
"00003/2026";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"00187/2025";"11/02/2026";"12/02/2026";"11/02/2027";"01.334.250/0001-20";"QIAGEN BIOTECNOLOGIA BRASIL LTDA.";"00001";"Manutenção e Reparo em Equipamento - Uso Médico - Manutenção e Reparo em Equipamento - Uso Médico";"30";"30";"46.042,00";"1.381.260,00";"registro de preços para contratação de serviços contínuos de manutenção dos equipamentos QIAgility, EZ1 Advanced XL, QIAcube e Tissue Lyser, a serem executados SEM dedicação de mão de obra exclusiva, conforme, especificado no item 01 do Termo de Referência (33711591),"
"00003/2026";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"00187/2025";"11/02/2026";"12/02/2026";"11/02/2027";"01.334.250/0001-20";"QIAGEN BIOTECNOLOGIA BRASIL LTDA.";"00003";"Manutenção e Reparo em Equipamento - Uso Médico - Manutenção e Reparo em Equipamento - Uso Médico";"5";"5";"20.430,00";"102.150,00";"registro de preços para contratação de serviços contínuos de manutenção dos equipamentos QIAgility, EZ1 Advanced XL, QIAcube e Tissue Lyser, a serem executados SEM dedicação de mão de obra exclusiva, conforme, especificado no item 01 do Termo de Referência (33711591),"
"00003/2026";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"00187/2025";"11/02/2026";"12/02/2026";"11/02/2027";"01.334.250/0001-20";"QIAGEN BIOTECNOLOGIA BRASIL LTDA.";"00005";"Manutenção e Reparo em Equipamento - Uso Médico - Manutenção e Reparo em Equipamento - Uso Médico";"6";"6";"4.780,00";"28.680,00";"registro de preços para contratação de serviços contínuos de manutenção dos equipamentos QIAgility, EZ1 Advanced XL, QIAcube e Tissue Lyser, a serem executados SEM dedicação de mão de obra exclusiva, conforme, especificado no item 01 do Termo de Referência (33711591),"
"00003/2026";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"00187/2025";"11/02/2026";"12/02/2026";"11/02/2027";"01.334.250/0001-20";"QIAGEN BIOTECNOLOGIA BRASIL LTDA.";"00002";"Manutenção e Reparo em Equipamento - Uso Médico - Manutenção e Reparo em Equipamento - Uso Médico";"16";"16";"34.130,00";"546.080,00";"registro de preços para contratação de serviços contínuos de manutenção dos equipamentos QIAgility, EZ1 Advanced XL, QIAcube e Tissue Lyser, a serem executados SEM dedicação de mão de obra exclusiva, conforme, especificado no item 01 do Termo de Referência (33711591),"
"00003/2026";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"00187/2025";"11/02/2026";"12/02/2026";"11/02/2027";"01.334.250/0001-20";"QIAGEN BIOTECNOLOGIA BRASIL LTDA.";"00004";"Manutenção e Reparo em Equipamento - Uso Médico - Manutenção e Reparo em Equipamento - Uso Médico";"6";"6";"12.840,00";"77.040,00";"registro de preços para contratação de serviços contínuos de manutenção dos equipamentos QIAgility, EZ1 Advanced XL, QIAcube e Tissue Lyser, a serem executados SEM dedicação de mão de obra exclusiva, conforme, especificado no item 01 do Termo de Referência (33711591),"
"00005/2025";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90053/2024";"30/01/2025";"31/01/2025";"31/01/2027";"00.158.141/0001-37";"WATERS TECHNOLOGIES DO BRASIL LTDA.";"00001";"CROMATÓGRAFO, TIPO LÍQUIDO DE ALTA EFICIÊNCIA, AJUSTE AJUSTE DIGITAL,PROGRAMÁVEL, TIPO DE ANÁLISE C/ DETECTOR ESPECTRÔMETRO DE MASSA, COMPONENTES C/ BOMBA SOLVENTE SECUNDÁRIA, OUTROS COMPONENTES AMOSTRADOR AUTOMÁTICO ATÉ 90 POSIÇÕES, ADICIONAL C/ SISTEMA SEGURANÇA, ALARMES";"47";"47";"1.051.438,15";"49.417.593,05";"registro de preços para aquisição de sistema de cromatografia líquida de alta eficiência acoplada à espectrometria de massas, nos termos da tabela abaixo, conforme condições e exigências estabelecidas neste instrumento."
"00005/2025";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90053/2024";"30/01/2025";"31/01/2025";"31/01/2027";"63.067.904/0002-35";"LIFE TECHNOLOGIES BRASIL COMERCIO E INDUSTRIA DE PRODUTOS PARA BIOTECNOLOGIA LTD";"00001";"Manutenção e Reparo em Equipamento - Uso Médico - Manutenção e Reparo em Equipamento - Uso Médico";"96";"96";"5.040,09";"483.848,64";"registro de preços para aquisição de sistema de cromatografia líquida de alta eficiência acoplada à espectrometria de massas, nos termos da tabela abaixo, conforme condições e exigências estabelecidas neste instrumento."
"00005/2025";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90053/2024";"30/01/2025";"31/01/2025";"31/01/2027";"63.067.904/0002-35";"LIFE TECHNOLOGIES BRASIL COMERCIO E INDUSTRIA DE PRODUTOS PARA BIOTECNOLOGIA LTD";"00003";"Manutenção e Reparo em Equipamento - Uso Médico - Manutenção e Reparo em Equipamento - Uso Médico";"240";"240";"8.359,67";"2.006.320,80";"registro de preços para aquisição de sistema de cromatografia líquida de alta eficiência acoplada à espectrometria de massas, nos termos da tabela abaixo, conforme condições e exigências estabelecidas neste instrumento."
"00005/2025";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90053/2024";"30/01/2025";"31/01/2025";"31/01/2027";"63.067.904/0002-35";"LIFE TECHNOLOGIES BRASIL COMERCIO E INDUSTRIA DE PRODUTOS PARA BIOTECNOLOGIA LTD";"00005";"Manutenção e Reparo em Equipamento - Uso Médico - Manutenção e Reparo em Equipamento - Uso Médico";"168";"168";"8.481,87";"1.424.954,16";"registro de preços para aquisição de sistema de cromatografia líquida de alta eficiência acoplada à espectrometria de massas, nos termos da tabela abaixo, conforme condições e exigências estabelecidas neste instrumento."
"00005/2025";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90053/2024";"30/01/2025";"31/01/2025";"31/01/2027";"63.067.904/0002-35";"LIFE TECHNOLOGIES BRASIL COMERCIO E INDUSTRIA DE PRODUTOS PARA BIOTECNOLOGIA LTD";"00007";"Manutenção e Reparo em Equipamento - Uso Médico - Manutenção e Reparo em Equipamento - Uso Médico";"336";"336";"8.179,94";"2.748.459,84";"registro de preços para aquisição de sistema de cromatografia líquida de alta eficiência acoplada à espectrometria de massas, nos termos da tabela abaixo, conforme condições e exigências estabelecidas neste instrumento."
"00005/2025";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90053/2024";"30/01/2025";"31/01/2025";"31/01/2027";"63.067.904/0002-35";"LIFE TECHNOLOGIES BRASIL COMERCIO E INDUSTRIA DE PRODUTOS PARA BIOTECNOLOGIA LTD";"00009";"Manutenção e Reparo em Equipamento - Uso Médico - Manutenção e Reparo em Equipamento - Uso Médico";"168";"168";"2.122,80";"356.630,40";"registro de preços para aquisição de sistema de cromatografia líquida de alta eficiência acoplada à espectrometria de massas, nos termos da tabela abaixo, conforme condições e exigências estabelecidas neste instrumento."
"00005/2025";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90053/2024";"30/01/2025";"31/01/2025";"31/01/2027";"63.067.904/0002-35";"LIFE TECHNOLOGIES BRASIL COMERCIO E INDUSTRIA DE PRODUTOS PARA BIOTECNOLOGIA LTD";"00002";"Manutenção e Reparo em Equipamento - Uso Médico - Manutenção e Reparo em Equipamento - Uso Médico";"168";"168";"8.791,08";"1.476.901,44";"registro de preços para aquisição de sistema de cromatografia líquida de alta eficiência acoplada à espectrometria de massas, nos termos da tabela abaixo, conforme condições e exigências estabelecidas neste instrumento."
"00005/2025";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90053/2024";"30/01/2025";"31/01/2025";"31/01/2027";"63.067.904/0002-35";"LIFE TECHNOLOGIES BRASIL COMERCIO E INDUSTRIA DE PRODUTOS PARA BIOTECNOLOGIA LTD";"00004";"Manutenção e Reparo em Equipamento - Uso Médico - Manutenção e Reparo em Equipamento - Uso Médico";"48";"48";"8.330,91";"399.883,68";"registro de preços para aquisição de sistema de cromatografia líquida de alta eficiência acoplada à espectrometria de massas, nos termos da tabela abaixo, conforme condições e exigências estabelecidas neste instrumento."
"00005/2025";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90053/2024";"30/01/2025";"31/01/2025";"31/01/2027";"63.067.904/0002-35";"LIFE TECHNOLOGIES BRASIL COMERCIO E INDUSTRIA DE PRODUTOS PARA BIOTECNOLOGIA LTD";"00006";"Manutenção e Reparo em Equipamento - Uso Médico - Manutenção e Reparo em Equipamento - Uso Médico";"72";"72";"8.632,91";"621.569,52";"registro de preços para aquisição de sistema de cromatografia líquida de alta eficiência acoplada à espectrometria de massas, nos termos da tabela abaixo, conforme condições e exigências estabelecidas neste instrumento."
"00005/2025";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90053/2024";"30/01/2025";"31/01/2025";"31/01/2027";"63.067.904/0002-35";"LIFE TECHNOLOGIES BRASIL COMERCIO E INDUSTRIA DE PRODUTOS PARA BIOTECNOLOGIA LTD";"00008";"Manutenção e Reparo em Equipamento - Uso Médico - Manutenção e Reparo em Equipamento - Uso Médico";"24";"24";"13.370,62";"320.894,88";"registro de preços para aquisição de sistema de cromatografia líquida de alta eficiência acoplada à espectrometria de massas, nos termos da tabela abaixo, conforme condições e exigências estabelecidas neste instrumento."
"00005/2025";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90053/2024";"30/01/2025";"31/01/2025";"31/01/2027";"63.067.904/0002-35";"LIFE TECHNOLOGIES BRASIL COMERCIO E INDUSTRIA DE PRODUTOS PARA BIOTECNOLOGIA LTD";"00010";"Manutenção e Reparo em Equipamento - Uso Médico - Manutenção e Reparo em Equipamento - Uso Médico";"456";"456";"1.691,40";"771.278,40";"registro de preços para aquisição de sistema de cromatografia líquida de alta eficiência acoplada à espectrometria de massas, nos termos da tabela abaixo, conforme condições e exigências estabelecidas neste instrumento."
"00002/2026";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90050/2025";"22/01/2026";"23/01/2026";"23/01/2027";"04.730.121/0001-40";"ARBJI COMERCIO DE ELETRONICOS E COMPONENTES LTDA";"00012";"BARRACA / BARRACA ACAMPAMENTO, MATERIAL LONA PVC, TRATAMENTO SUPERFICIAL IMPERMEABILIZADO, MATERIAL ARMAÇÃO METALON GALVANIZADO, APLICAÇÃO ABRIGO/ COBERTURA DE EVENTOS, CARACTERÍSTICAS ADICIONAIS CONFORME MODELO, TIPO TENDA, COMPRIMENTO 2 M, LARGURA 2 M";"4352";"4352";"839,27";"3.652.503,04";"A presente Ata tem por objeto o registro de preços para a eventual aquisição de motogerador de energia, especificado(s) no(s) item(ns) 1 do Termo de Referência, anexo do Edital do Pregão Eletrônico nº 90050/2025, que é parte integrante desta Ata, assim como as propostas cujos preços tenham sido registrados, independentemente de transcrição."
"00002/2026";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90050/2025";"22/01/2026";"23/01/2026";"23/01/2027";"97.541.831/0001-02";"GRM MAQUINAS E LOCACOES LTDA";"-";"GERADOR ENERGIA";"255";"255";"3.749,99";"956.247,45";"A presente Ata tem por objeto o registro de preços para a eventual aquisição de motogerador de energia, especificado(s) no(s) item(ns) 1 do Termo de Referência, anexo do Edital do Pregão Eletrônico nº 90050/2025, que é parte integrante desta Ata, assim como as propostas cujos preços tenham sido registrados, independentemente de transcrição."
"00103/2024";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90017/2024";"16/01/2025";"20/01/2025";"20/01/2027";"94.622.230/0001-36";"ROAL INDUSTRIA METALURGICA LTDA";"00002";"ESTAÇÃO TRABALHO, TIPO PLATAFORMA, COMPONENTES MESA 4 LUGARES, TAMPO FRONTAL, COMPRIMENTO 2800 MM, LARGURA 1400 MM, ALTURA 850 MM, CARACTERÍSTICAS ADICIONAIS CALHA E CAIXA DE TOMADA, COM 12 PONTOS (2P+T) E 0 8, REVESTIMENTO LAMINADO MELAMÍNICO DE BAIXA PRESSÃO, MATERIAL PERFIL MADEIRA MDF, ESPESSURA TAMPO 25 MM";"1383";"1383";"2.524,13";"3.490.871,79";"Aquisição de mobiliário diversos, especificado no item  02 do Termo de Referência (29279724), anexo do Edital do Pregão Eletrônico nº 17/2024 (29445453)."
"00102/2024";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90017/2024";"16/01/2025";"20/01/2025";"20/01/2027";"14.193.613/0001-05";"KADOSHI COMERCIO E REPRESENTACOES LTDA";"00001";"CADEIRA ESCRITÓRIO, MATERIAL ESTRUTURA POLIPROPILENO/ TUBO AÇO, MATERIAL REVESTIMENTO ASSENTO E ENCOSTO COURO ECOLÓGICO, MATERIAL ENCOSTO COMPENSADO/ ESPUMA INJETADA, MATERIAL ASSENTO COMPENSADO/ESPUMA INJETADA, TIPO BASE GIRATÓRIA COM 5 RODÍZIOS DUPLOS, TIPO ENCOSTO ALTO/ REGULÁVEL/ ANATÔMICO, APOIO BRAÇO COM BRAÇOS REGULÁVEIS EM FORMA DE ""T"", TIPO SISTEMA REGULAGEM VERTICAL A GÁS, CARACTERÍSTICAS ADICIONAIS MECANISMO SINCRONIZADO, QUANTIDADE PÉS 5 UN, DIMENSÕES ASSENTO 450 X 460 MM, DIMENSÕES ENCOSTO 450 X 520 MM";"7338";"7338";"751,98";"5.518.029,24";"Aquisição de mobiliário diversos, especificado no item 01 do Termo de Referência (29279724), anexo do Edital do Pregão Eletrônico nº 17/2024 (29445453)."
"00096/2024";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90024/2024";"16/01/2025";"17/01/2025";"17/01/2027";"09.135.430/0001-95";"DELVA FABRICACAO DE PECAS EM METAIS LTDA";"00061";"PROTETOR CONTRA SURTO DE TENSÃO, TENSÃO DISPARO 275 V, CORRENTE MÁXIMA SURTO 15 KA, GRAU PROTEÇÃO IP20";"564";"564";"2.119,18";"1.195.217,52";"Aquisição de Equipamentos de Atividade Física, para atender demanda da Secretaria Nacional de Segurança Púbica e demais órgão participantes, especificados nos itens 59 e 61 do Termo de Referência (29290108), anexo do Edital do Pregão Eletrônico nº 90024/2024."
"00096/2024";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90024/2024";"16/01/2025";"17/01/2025";"17/01/2027";"09.135.430/0001-95";"DELVA FABRICACAO DE PECAS EM METAIS LTDA";"00059";"ESTANTE MATERIAL ESPORTIVO, MATERIAL METAL REVESTIDO, TIPO MATERIAL ESPORTIVO HIDROGINÁSTICA, TIPO MÓDULO BÁSICO MISTO";"592";"592";"2.765,97";"1.637.454,24";"Aquisição de Equipamentos de Atividade Física, para atender demanda da Secretaria Nacional de Segurança Púbica e demais órgão participantes, especificados nos itens 59 e 61 do Termo de Referência (29290108), anexo do Edital do Pregão Eletrônico nº 90024/2024."
"00100/2024";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90024/2024";"16/01/2025";"17/01/2025";"17/01/2027";"94.684.099/0001-31";"BIKE SUL COMERCIO E SERVICOS LTDA";"00062";"EQUIPAMENTO / ACESSÓRIOS DESPORTO, MATERIAL AÇO CARBONO, TIPO PRESILHA, USO BARRAS DE MUSCULAÇÃO, CARACTERÍSTICAS ADICIONAIS COM 3 VOLTAS. TAMANHO DA CIRCUNFERêNCIA 28,50MM.";"5039";"5039";"46,74";"235.522,86";"Aquisição de Equipamentos de Atividade Física, para atender demanda da Secretaria Nacional de Segurança Púbica e demais órgão participantes, especificados no item 62 do Termo de Referência (29290108), anexo do Edital do Pregão Eletrônico nº 90024/2024."
"00083/2024";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90030/2024";"15/01/2025";"16/01/2025";"16/01/2027";"53.169.506/0001-95";"A M M CORREA";"00008";"BASTÃO ANTITUMULTO, MATERIAL AÇO E BORRACHA NATURAL, COMPRIMENTO 90 CM, FORMATO ANATÔMICO, CARACTERÍSTICAS ADICIONAIS DIÂMETRO 50MM NA EMPUNHADURA E 40MM NO CORPO";"6568";"6568";"38,90";"255.495,20";"O registro de preços para aquisição de apetrechos táticos e de campanha, para atender demanda da Diretoria da Força Nacional de Segurança Pública e demais órgão participantes, conforme condições, quantidades e exigências estabelecidas neste Edital e seus anexos."
