Numero_Ata;UASG_Gerenciadora;Processo_Compra;Data_Assinatura;Vigencia_Inicial;Vigencia_Final;CNPJ_Fornecedor;Razao_Social_Fornecedor;Numero_Item;Descricao_Item;Qtd_Originaria_Edital;Qtd_Homologada_Vigente;Valor_Unitario_R$;Valor_Total_Item_R$;Objeto_Ata
"00104/2024";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90017/2024";"13/01/2025";"15/01/2025";"15/01/2027";"62.413.869/0001-15";"GIGANTE RECEM NASCIDO LTDA.";"00003";"MESA GINECOLÓGICA, ESTRUTURA TUBO AÇO, ACABAMENTO SUPERFICIAL ESTRUTURA ESMALTADO, MATERIAL LEITO CHAPA AÇO, ACABAMENTO SUPERFICIAL MATERIAL LEITO ESMALTADO, TIPO MOVIMENTO ANTERIOR, POSTERIOR, CENTRAL E TRENDELEMBURG, ACABAMENTO PÉS PONTERIA PLÁSTICA, MATERIAL GAVETA ESCOAMENTO LÍQUIDOS CHAPA AÇO, ACABAMENTO SUPERFICIAL GAVETA ESCOAMENTO ESMALTADO, CARACTERÍSTICAS ADICIONAIS ACOLCHOADO PARA MESA";"330";"330";"14.216,13";"4.691.322,90";"Aquisição de mobiliário diversos, especificado no item 03 do Termo de Referência, anexo I do edital de Licitação nº 17/2024."
"00105/2024";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90017/2024";"13/01/2025";"15/01/2025";"15/01/2027";"11.232.743/0001-03";"SOLAB CIENTIFICA EQUIPAMENTOS PARA LABORATORIOS LTDA";"00004";"EQUIPAMENTO / MOBILIÁRIO PARA NECRÓPSIA, TIPO MESA DE PROCEDIMENTOS, MATERIAL AÇO INOXIDÁVEL, COMPONENTES PIA COM TRITURADOR PARA TRABALHO PESADO, COMPONENTE ADICIONAL BALANÇA DIGITAL COM SUPORTE, OUTROS COMPONENTES MANGUEIRA COM DUCHA ÁGUA QUENTE E FRIA, COMPONENTES* ASPIRADOR DE LÍQUIDOS, SISTEMA DE EXAUSTÃO";"440";"440";"72.347,99";"31.833.115,60";"Aquisição de mobiliário diversos, especificado no item 04 do Termo de Referência, anexo I do Edital de Licitação nº 17/2024,"
"00082/2024";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90030/2024";"13/01/2025";"14/01/2025";"14/01/2027";"27.495.602/0001-13";"GRIFO QAP COMERCIO VAREJISTA DE ROUPAS E ARTIGOS ESPORTIVOS LTDA";"00007";"BASTÃO ANTITUMULTO, MATERIAL TERMOPLÁSTICO EXTRUDADO, COMPRIMENTO 60 CM, FORMATO CILINDRICO, CARACTERÍSTICAS ADICIONAIS DIÂMETRO DE 30MM";"8376";"8376";"29,42";"246.421,92";"O registro de preços para aquisição de apetrechos táticos e de campanha, para atender demanda da Diretoria da Força Nacional de Segurança Pública e demais órgão participantes, conforme condições, quantidades e exigências estabelecidas no Edital nº 30/2024 (SEI 29509339) e seus anexos."
"00084/2024";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90030/2024";"08/01/2025";"10/01/2025";"10/01/2027";"13.992.333/0001-96";"R.BRANDS LTDA";"00009";"ALGEMA, MATERIAL AÇO CARBONO AISI 1020, TRATAMENTO SUPERFICIAL NIQUELADO, APLICAÇÃO PULSO, CARACTERÍSTICAS ADICIONAIS COM DOBRADIÇA, TRAVA E PORTA ALGEMAS";"12459";"12459";"83,09";"1.035.218,31";"aquisição de apetrechos táticos e de campanha, para atender demanda da Diretoria da Força Nacional de Segurança Pública e demais órgão participantes, conforme condições, quantidades e exigências estabelecidas neste Edital e seus anexos."
"00081/2024";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90030/2024";"07/01/2025";"10/01/2025";"10/01/2027";"45.296.313/0001-77";"CENTRO DE DISTRIBUICAO E LOGISTICA MAYNARDES LTDA";"00006";"CINTO SEGURANÇA, MATERIAL NÁILON, REVESTIMENTO INTERNO NÁILON, CARACTERÍSTICAS ADICIONAIS PORTA-CARREGADOR DUPLO, PORTA-LANTERNA, COLDRE DE, COR PRETA";"13427";"13427";"679,10";"9.118.275,70";"aquisição de apetrechos táticos e de campanha, para atender demanda da Diretoria da Força Nacional de Segurança Pública e demais órgão participantes, conforme condições, quantidades e exigências estabelecidas neste Edital e seus anexos."
"00094/2024";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90024/2024";"08/01/2025";"09/01/2025";"09/01/2027";"51.414.411/0001-64";"BRUMO ESPORTES LTDA";"00047";"ESTANTE METÁLICA, MATERIAL AÇO, ALTURA 1,20 M, LARGURA 0,60 M, PROFUNDIDADE 0,30 M, TIPO PRATELEIRAS REGULÁVEIS, QUANTIDADE PRATELEIRAS 3 UN, TRATAMENTO SUPERFICIAL ANTICORROSIVO, ACABAMENTO SUPERFICIAL PINTURA ESMALTADA, COR CINZA";"482";"482";"2.050,80";"988.485,60";"Aquisição de Equipamentos de Atividade Física, para atender demanda da Secretaria Nacional de Segurança Púbica e demais Órgãos Participantes, especificados nos itens 32, 47, 48 e 51 do Termo de Referência (29290108), anexo do Edital do Pregão Eletrônico nº 90024/2024."
"00094/2024";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90024/2024";"08/01/2025";"09/01/2025";"09/01/2027";"51.414.411/0001-64";"BRUMO ESPORTES LTDA";"00051";"HALTERE, MATERIAL FERRO, REVESTIMENTO BORRACHA PVC- CLORETO DE POLIVINILA, FORMA GEOMÉTRICA REDONDA NAS EXTREMIDADES, PESO 8 KG";"1629";"1629";"179,84";"292.959,36";"Aquisição de Equipamentos de Atividade Física, para atender demanda da Secretaria Nacional de Segurança Púbica e demais Órgãos Participantes, especificados nos itens 32, 47, 48 e 51 do Termo de Referência (29290108), anexo do Edital do Pregão Eletrônico nº 90024/2024."
"00094/2024";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90024/2024";"08/01/2025";"09/01/2025";"09/01/2027";"51.414.411/0001-64";"BRUMO ESPORTES LTDA";"00032";"APARELHO / EQUIPAMENTO PARA CONDICIONAMENTO FÍSICO, TIPO BARRA, MATERIAL AÇO, APLICAÇÃO CONDICIONAMENTO FÍSICO, CARACTERISTICAS ADICIONAIS COM 2 PRESILHAS, DIMENSÕES 2,20 M";"1161";"1161";"1.145,21";"1.329.588,81";"Aquisição de Equipamentos de Atividade Física, para atender demanda da Secretaria Nacional de Segurança Púbica e demais Órgãos Participantes, especificados nos itens 32, 47, 48 e 51 do Termo de Referência (29290108), anexo do Edital do Pregão Eletrônico nº 90024/2024."
"00094/2024";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90024/2024";"08/01/2025";"09/01/2025";"09/01/2027";"51.414.411/0001-64";"BRUMO ESPORTES LTDA";"00048";"HALTERE, MATERIAL FERRO, TIPO MACIÇO, REVESTIMENTO BORRACHA PVC- CLORETO DE POLIVINILA, FORMA BOLAS NAS LATERAIS, PESO 2 KG, COR AZUL";"1444";"1444";"46,79";"67.564,76";"Aquisição de Equipamentos de Atividade Física, para atender demanda da Secretaria Nacional de Segurança Púbica e demais Órgãos Participantes, especificados nos itens 32, 47, 48 e 51 do Termo de Referência (29290108), anexo do Edital do Pregão Eletrônico nº 90024/2024."
"00090/2024";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90024/2024";"08/01/2025";"09/01/2025";"09/01/2027";"50.937.669/0001-82";"SIGMETAL INDUSTRIA DE EQUIPAMENTOS EM ACOS LTDA";"00008";"APARELHO / EQUIPAMENTO PARA CONDICIONAMENTO FÍSICO, TIPO CADEIRA ABDUTORA, MATERIAL AÇO, AÇO CARBONO, ALUMÍNIO, POLIETILENO, POLIAMID A, APLICAÇÃO CONDICIONAMENTO FÍSICO, CARACTERISTICAS ADICIONAIS ASSENTO INCLINADO REGULÁVEL, REGULAGEM DE ABERTUR A";"458";"458";"7.992,92";"3.660.757,36";"Aquisição de Equipamentos de Atividade Física, para atender demanda da Secretaria Nacional de Segurança Púbica e demais órgão participantes, especificados nos itens 07 ao 23 do Termo de Referência (29290108), anexo do Edital do Pregão Eletrônico nº 90024/2024."
"00090/2024";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90024/2024";"08/01/2025";"09/01/2025";"09/01/2027";"50.937.669/0001-82";"SIGMETAL INDUSTRIA DE EQUIPAMENTOS EM ACOS LTDA";"00010";"APARELHO GINÁSTICA, ESTRUTURA METÁLICA, FORMATO RETO, BANCO RETANGULAR, REVESTIMENTO COURVIM NÁUTICO, TIPO LEG PRESS, APLICAÇÃO CONDICIONAMENTO FÍSICO";"502";"502";"8.087,57";"4.059.960,14";"Aquisição de Equipamentos de Atividade Física, para atender demanda da Secretaria Nacional de Segurança Púbica e demais órgão participantes, especificados nos itens 07 ao 23 do Termo de Referência (29290108), anexo do Edital do Pregão Eletrônico nº 90024/2024."
"00090/2024";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90024/2024";"08/01/2025";"09/01/2025";"09/01/2027";"50.937.669/0001-82";"SIGMETAL INDUSTRIA DE EQUIPAMENTOS EM ACOS LTDA";"00012";"APARELHO / EQUIPAMENTO PARA CONDICIONAMENTO FÍSICO, TIPO BANCO PANTURRILHA SOLEAR, MATERIAL AÇO, AÇO CARBONO, ALUMÍNIO, POLIETILENO, POLIAMID A, APLICAÇÃO CONDICIONAMENTO FÍSICO, CARACTERISTICAS ADICIONAIS REGULAGEM DE ALTURA APOIO COXAS";"424";"424";"3.786,12";"1.605.314,88";"Aquisição de Equipamentos de Atividade Física, para atender demanda da Secretaria Nacional de Segurança Púbica e demais órgão participantes, especificados nos itens 07 ao 23 do Termo de Referência (29290108), anexo do Edital do Pregão Eletrônico nº 90024/2024."
"00090/2024";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90024/2024";"08/01/2025";"09/01/2025";"09/01/2027";"50.937.669/0001-82";"SIGMETAL INDUSTRIA DE EQUIPAMENTOS EM ACOS LTDA";"00014";"APARELHO / EQUIPAMENTO PARA CONDICIONAMENTO FÍSICO, TIPO PUXADA ALTA DUPLA, MATERIAL AÇO CARBONO, APLICAÇÃO TRAPÉZIO, BÍCEPS, OMBROS";"594";"594";"8.203,26";"4.872.736,44";"Aquisição de Equipamentos de Atividade Física, para atender demanda da Secretaria Nacional de Segurança Púbica e demais órgão participantes, especificados nos itens 07 ao 23 do Termo de Referência (29290108), anexo do Edital do Pregão Eletrônico nº 90024/2024."
"00090/2024";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90024/2024";"08/01/2025";"09/01/2025";"09/01/2027";"50.937.669/0001-82";"SIGMETAL INDUSTRIA DE EQUIPAMENTOS EM ACOS LTDA";"00016";"APARELHO / EQUIPAMENTO PARA CONDICIONAMENTO FÍSICO, TIPO ARTICULADO, MATERIAL AÇO TEMPERADO, APLICAÇÃO PARA BICEPS, PEITORAL, CARACTERISTICAS ADICIONAIS CADEIRA-REMO, BANCO: ESTOFADO REGULáVEL COM SUPOR-, DIMENSÕES 99 X 142 X 114 CM";"496";"496";"8.413,60";"4.173.145,60";"Aquisição de Equipamentos de Atividade Física, para atender demanda da Secretaria Nacional de Segurança Púbica e demais órgão participantes, especificados nos itens 07 ao 23 do Termo de Referência (29290108), anexo do Edital do Pregão Eletrônico nº 90024/2024."
"00090/2024";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90024/2024";"08/01/2025";"09/01/2025";"09/01/2027";"50.937.669/0001-82";"SIGMETAL INDUSTRIA DE EQUIPAMENTOS EM ACOS LTDA";"00018";"APARELHO / EQUIPAMENTO PARA CONDICIONAMENTO FÍSICO, TIPO BÍCEPS, MATERIAL AÇO CARBONO, APLICAÇÃO CONDICIONAMENTO FÍSICO, CARACTERISTICAS ADICIONAIS ASSENTO REGULÁVEL, REGULAGEM DE CARGA";"452";"452";"8.518,77";"3.850.484,04";"Aquisição de Equipamentos de Atividade Física, para atender demanda da Secretaria Nacional de Segurança Púbica e demais órgão participantes, especificados nos itens 07 ao 23 do Termo de Referência (29290108), anexo do Edital do Pregão Eletrônico nº 90024/2024."
"00090/2024";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90024/2024";"08/01/2025";"09/01/2025";"09/01/2027";"50.937.669/0001-82";"SIGMETAL INDUSTRIA DE EQUIPAMENTOS EM ACOS LTDA";"00020";"APARELHO / EQUIPAMENTO PARA CONDICIONAMENTO FÍSICO, TIPO BANCO REGULÁVEL, MATERIAL AÇO, AÇO CARBONO, ALUMÍNIO, POLIETILENO, POLIAMID A, APLICAÇÃO CONDICIONAMENTO FÍSICO, CARACTERISTICAS ADICIONAIS SUPINO INCLINADO";"464";"464";"3.260,27";"1.512.765,28";"Aquisição de Equipamentos de Atividade Física, para atender demanda da Secretaria Nacional de Segurança Púbica e demais órgão participantes, especificados nos itens 07 ao 23 do Termo de Referência (29290108), anexo do Edital do Pregão Eletrônico nº 90024/2024."
"00090/2024";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90024/2024";"08/01/2025";"09/01/2025";"09/01/2027";"50.937.669/0001-82";"SIGMETAL INDUSTRIA DE EQUIPAMENTOS EM ACOS LTDA";"00022";"APARELHO / EQUIPAMENTO PARA CONDICIONAMENTO FÍSICO, TIPO REMADA SENTADA, MATERIAL METAL, APLICAÇÃO COSTAS, BRAÇOS, OMBROS, CARACTERISTICAS ADICIONAIS REVESTIDO COURO SINTÉTICO";"400";"400";"3.049,93";"1.219.972,00";"Aquisição de Equipamentos de Atividade Física, para atender demanda da Secretaria Nacional de Segurança Púbica e demais órgão participantes, especificados nos itens 07 ao 23 do Termo de Referência (29290108), anexo do Edital do Pregão Eletrônico nº 90024/2024."
"00090/2024";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90024/2024";"08/01/2025";"09/01/2025";"09/01/2027";"50.937.669/0001-82";"SIGMETAL INDUSTRIA DE EQUIPAMENTOS EM ACOS LTDA";"00007";"APARELHO / EQUIPAMENTO PARA CONDICIONAMENTO FÍSICO, TIPO MESA FLEXORA, MATERIAL AÇO, AÇO CARBONO, ALUMÍNIO, POLIETILENO, POLIAMID A, APLICAÇÃO CONDICIONAMENTO FÍSICO, CARACTERISTICAS ADICIONAIS REGULAGEM PERNAS, REGULAGEM DE CARGA";"487";"487";"7.361,90";"3.585.245,30";"Aquisição de Equipamentos de Atividade Física, para atender demanda da Secretaria Nacional de Segurança Púbica e demais órgão participantes, especificados nos itens 07 ao 23 do Termo de Referência (29290108), anexo do Edital do Pregão Eletrônico nº 90024/2024."
"00090/2024";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90024/2024";"08/01/2025";"09/01/2025";"09/01/2027";"50.937.669/0001-82";"SIGMETAL INDUSTRIA DE EQUIPAMENTOS EM ACOS LTDA";"00009";"APARELHO / EQUIPAMENTO PARA CONDICIONAMENTO FÍSICO, TIPO BARRA, MATERIAL AÇO, APLICAÇÃO CONDICIONAMENTO FÍSICO, CARACTERISTICAS ADICIONAIS COM 2 PRESILHAS, DIMENSÕES 2,20 M";"546";"546";"4.206,80";"2.296.912,80";"Aquisição de Equipamentos de Atividade Física, para atender demanda da Secretaria Nacional de Segurança Púbica e demais órgão participantes, especificados nos itens 07 ao 23 do Termo de Referência (29290108), anexo do Edital do Pregão Eletrônico nº 90024/2024."
"00090/2024";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90024/2024";"08/01/2025";"09/01/2025";"09/01/2027";"50.937.669/0001-82";"SIGMETAL INDUSTRIA DE EQUIPAMENTOS EM ACOS LTDA";"00011";"APARELHO GINÁSTICA, ESTRUTURA METÁLICA, FORMATO RETO, BANCO RETANGULAR, REVESTIMENTO COURO SINTÉTICO, TIPO LEG PRESS, APLICAÇÃO CONDICIONAMENTO FÍSICO";"440";"440";"8.518,77";"3.748.258,80";"Aquisição de Equipamentos de Atividade Física, para atender demanda da Secretaria Nacional de Segurança Púbica e demais órgão participantes, especificados nos itens 07 ao 23 do Termo de Referência (29290108), anexo do Edital do Pregão Eletrônico nº 90024/2024."
"00090/2024";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90024/2024";"08/01/2025";"09/01/2025";"09/01/2027";"50.937.669/0001-82";"SIGMETAL INDUSTRIA DE EQUIPAMENTOS EM ACOS LTDA";"00013";"APARELHO GINÁSTICA, ESTRUTURA METÁLICA, FORMATO RETO, BANCO RETANGULAR, REVESTIMENTO COURO SINTÉTICO, TIPO VITA GLUTEO, APLICAÇÃO CONDICIONAMENTO FÍSICO";"460";"460";"8.413,60";"3.870.256,00";"Aquisição de Equipamentos de Atividade Física, para atender demanda da Secretaria Nacional de Segurança Púbica e demais órgão participantes, especificados nos itens 07 ao 23 do Termo de Referência (29290108), anexo do Edital do Pregão Eletrônico nº 90024/2024."
"00090/2024";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90024/2024";"08/01/2025";"09/01/2025";"09/01/2027";"50.937.669/0001-82";"SIGMETAL INDUSTRIA DE EQUIPAMENTOS EM ACOS LTDA";"00015";"ESTANTE METÁLICA, MATERIAL AÇO, ALTURA 1,20 M, LARGURA 0,60 M, PROFUNDIDADE 0,30 M, TIPO PRATELEIRAS REGULÁVEIS, QUANTIDADE PRATELEIRAS 3 UN, TRATAMENTO SUPERFICIAL ANTICORROSIVO, ACABAMENTO SUPERFICIAL PINTURA ESMALTADA, COR CINZA";"624";"624";"8.413,60";"5.250.086,40";"Aquisição de Equipamentos de Atividade Física, para atender demanda da Secretaria Nacional de Segurança Púbica e demais órgão participantes, especificados nos itens 07 ao 23 do Termo de Referência (29290108), anexo do Edital do Pregão Eletrônico nº 90024/2024."
"00090/2024";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90024/2024";"08/01/2025";"09/01/2025";"09/01/2027";"50.937.669/0001-82";"SIGMETAL INDUSTRIA DE EQUIPAMENTOS EM ACOS LTDA";"00017";"APARELHO / EQUIPAMENTO PARA CONDICIONAMENTO FÍSICO, TIPO REMADA SENTADA, MATERIAL METAL, APLICAÇÃO COSTAS, BRAÇOS, OMBROS, CARACTERISTICAS ADICIONAIS REVESTIDO COURO SINTÉTICO";"495";"495";"8.308,43";"4.112.672,85";"Aquisição de Equipamentos de Atividade Física, para atender demanda da Secretaria Nacional de Segurança Púbica e demais órgão participantes, especificados nos itens 07 ao 23 do Termo de Referência (29290108), anexo do Edital do Pregão Eletrônico nº 90024/2024."
"00090/2024";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90024/2024";"08/01/2025";"09/01/2025";"09/01/2027";"50.937.669/0001-82";"SIGMETAL INDUSTRIA DE EQUIPAMENTOS EM ACOS LTDA";"00019";"APARELHO / EQUIPAMENTO PARA CONDICIONAMENTO FÍSICO, TIPO BANCO REGULÁVEL, MATERIAL AÇO, AÇO CARBONO, ALUMÍNIO, POLIETILENO, POLIAMID A, APLICAÇÃO CONDICIONAMENTO FÍSICO, CARACTERISTICAS ADICIONAIS SUPINO INCLINADO";"532";"532";"3.680,95";"1.958.265,40";"Aquisição de Equipamentos de Atividade Física, para atender demanda da Secretaria Nacional de Segurança Púbica e demais órgão participantes, especificados nos itens 07 ao 23 do Termo de Referência (29290108), anexo do Edital do Pregão Eletrônico nº 90024/2024."
"00090/2024";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90024/2024";"08/01/2025";"09/01/2025";"09/01/2027";"50.937.669/0001-82";"SIGMETAL INDUSTRIA DE EQUIPAMENTOS EM ACOS LTDA";"00021";"APARELHO / EQUIPAMENTO PARA CONDICIONAMENTO FÍSICO, TIPO BANCO REGULÁVEL, MATERIAL METAL, APLICAÇÃO PARA ABDOMEN, TORAX, BRAÇOS E PERNAS, CARACTERISTICAS ADICIONAIS SUPINO DECLINADO";"400";"400";"3.134,07";"1.253.628,00";"Aquisição de Equipamentos de Atividade Física, para atender demanda da Secretaria Nacional de Segurança Púbica e demais órgão participantes, especificados nos itens 07 ao 23 do Termo de Referência (29290108), anexo do Edital do Pregão Eletrônico nº 90024/2024."
"00090/2024";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90024/2024";"08/01/2025";"09/01/2025";"09/01/2027";"50.937.669/0001-82";"SIGMETAL INDUSTRIA DE EQUIPAMENTOS EM ACOS LTDA";"00023";"APARELHO / EQUIPAMENTO PARA CONDICIONAMENTO FÍSICO, TIPO BANCO ROSCA SCOTT, MATERIAL AÇO CARBONO, APLICAÇÃO BICEPS, CARACTERISTICAS ADICIONAIS ASSENTO REGULÁVEL, SUPORTES PARA BARRA";"453";"453";"3.123,55";"1.414.968,15";"Aquisição de Equipamentos de Atividade Física, para atender demanda da Secretaria Nacional de Segurança Púbica e demais órgão participantes, especificados nos itens 07 ao 23 do Termo de Referência (29290108), anexo do Edital do Pregão Eletrônico nº 90024/2024."
"00099/2024";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90024/2024";"07/01/2025";"08/01/2025";"08/01/2027";"50.032.992/0001-07";"CA COMERCIO DE PRODUTOS LTDA";"00060";"COLCHONETE GINÁSTICA, MATERIAL PLÁSTICO EMBORRACHADO, COMPRIMENTO 0,95 M, LARGURA 0,50 M, ESPESSURA 0,03 M, DENSIDADE 23";"7638";"7638";"52,00";"397.176,00";"Aquisição de Equipamentos de Atividade Física, para atender demanda da Secretaria Nacional de Segurança Púbica e demais órgão participantes, especificados no item 60 do Termo de Referência (29290108), anexo do Edital do Pregão Eletrônico nº 90024/2024."
"00093/2024";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90024/2024";"07/01/2025";"08/01/2025";"08/01/2027";"34.414.691/0001-91";"SUD COMERCIO E IMPORTACAO LTDA";"00001";"ESTEIRA ERGOMÉTRICA PARA EXERCÍCIOS DE REABILITAÇÃO FÍSICA, CAPACIDADE MÍNIMO 120 KG, TIPO MOTOR MÍNIMO 2 HP, PARÂMETROS TEMPO, DISTÂNCIA, VELOCIDADE, CALORIAS E BC, ELEVAÇÃO MANUAL, VELOCIDADE MÍNIMA 12 KM/H, CARACTERÍSTICAS ADICIONAIS AJUSTE DE VELOCIDADE E INCLINAÇÃO, OUTROS COMPONENTES RODÍZIOS";"1087";"1087";"15.454,73";"16.799.291,51";"Aquisição de Equipamentos de Atividade Física, para atender demanda da Secretaria Nacional de Segurança Púbica e demais órgão participantes, especificados nos itens 1, 2, 54, 55 e 57 do Termo de Referência (29290108), anexo do Edital do Pregão Eletrônico nº 90024/2024."
