Numero_Ata;UASG_Gerenciadora;Processo_Compra;Modalidade;Data_Assinatura;Vigencia_Inicial;Vigencia_Final;Status_Vigencia;Valor_Total_Ata_R$;Fornecedores_Registrados;Qtd_Itens;Objeto;Link_PNCP
"00049/2025";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90005/2025";"Pregão";"26/08/2025";"29/08/2025";"29/08/2027";"Vigente (Prorrogada PNCP)";"689.604,00";"MITREN - SISTEMAS E MONTAGENS VEICULARES S.A. (92.249.150/0001-51) | SCITEC SOLUCOES EM ENSAIOS DE MATERIAIS E PRODUTOS LTDA (10.228.279/0001-19)";"11";"A presente Ata tem por objeto o registro de preços para a eventual contratação de serviços de ensaio em veículos leves utilizados como viaturas na atividade de segurança pública, especificado (s) no(s) item(ns) 1 ao 11 constante da tabela anexa ao item 1.1 do Termo de Referência (30819371), anexo do Edital do Pregão Eletrônico nº 90005/2025 (30819380).";"https://pncp.gov.br/app/atas/00394494000136/2025/670/1"
"00041/2025";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90013/2025";"Pregão";"21/08/2025";"27/08/2025";"27/08/2027";"Vigente (Prorrogada PNCP)";"3.875.929,20";"VOLUS INSTITUICAO DE PAGAMENTO LTDA (03.817.702/0001-50) | SSG SOLUCOES LTDA (46.973.126/0001-43) | TRIEL-HT INDUSTRIAL E PARTICIPACOES S/A (89.422.042/0001-24)";"2";"Registro de preços para a eventual aquisição de apetrechos táticos e de campanha, especificado(s) no(s) item(ns) 5 e 6 constantes da tabela anexa ao item 1.1 do Termo de Referência, anexo I do edital de Licitação nº 90013/2025.";"https://pncp.gov.br/app/atas/00394494000136/2025/450/5"
"00048/2025";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90036/2024";"Pregão";"15/08/2025";"19/08/2025";"19/08/2027";"Vigente (Prorrogada PNCP)";"23.592.370,44";"T L SOLUCOES TECNOLOGICAS LTDA (49.490.183/0001-60) | ?eská zbrojovka a.s. ()";"1";"registro de preços para a eventual aquisição de miras optrônicas para atender a demanda da Secretaria Nacional de Segurança Pública e demais órgãos participantes, especificados no Termo de Referência, anexo I do edital de Licitação nº 90036/2024.";"https://pncp.gov.br/app/atas/00394494000136/2024/1115/1"
"00045/2025";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90013/2025";"Pregão";"15/08/2025";"19/08/2025";"19/08/2027";"Vigente (Prorrogada PNCP)";"5.395.928,00";"PEDROSO NEGOCIOS GOVERNAMENTAIS PRODUTOS E SERVICOS LTDA (51.118.112/0001-82) | FSG COMERCIO E CONSULTORIA LICITATORIA LTDA (54.974.490/0001-56)";"1";"Registro de preços para a eventual aquisição de apetrechos táticos e de campanha, especificado(s) no(s) item(ns) 1 constante da tabela anexa ao item 1.1 do Termo de Referência, anexo I do edital de Licitação nº 90013/2025";"https://pncp.gov.br/app/atas/00394494000136/2025/450/4"
"00041/2026";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA";"1331/2025";"Pregão - Eletrônico";"17/08/2026";"18/08/2026";"18/08/2027";"Vigente (Contratos.gov.br)";"204.643.733,07";"VOLUS INSTITUICAO DE PAGAMENTO LTDA (03.817.702/0001-50) | SSG SOLUCOES LTDA (46.973.126/0001-43) | TRIEL-HT INDUSTRIAL E PARTICIPACOES S/A (89.422.042/0001-24)";"1";"Registro de Preços para aquisição de veículos Auto Busca Salvamento Médio (ABSM) para atender demanda da Secretaria Nacional de Segurança Pública e demais órgãos participantes";"https://pncp.gov.br/app/atas/00394494000136/2025/1331/1"
"00038/2025";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90006/2025";"Pregão";"08/08/2025";"11/08/2025";"10/08/2027";"Vigente (Prorrogada PNCP)";"43.759.142,55";"LEICA DO BRASIL IMPORTACAO E COMERCIO LTDA. (52.201.456/0001-13) | ULTRAMAR USA ()";"1";"A presente Ata tem por objeto o registro de preços para a eventual aquisição de comparadores balísticos manuais e equipamento de limpeza ultrassônica para os institutos de perícia, especificados no Termo de Referência, anexo do Edital do Pregão Eletrônico nº 90006/2025, que é parte integrante desta Ata, assim como as propostas cujos preços tenham sido registrados, independentemente de transcrição.";"https://pncp.gov.br/app/atas/00394494000136/2025/219/2"
"00039/2025";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90006/2025";"Pregão";"31/07/2025";"05/08/2025";"05/08/2027";"Vigente";"449.178,15";"MITREN - SISTEMAS E MONTAGENS VEICULARES S.A. (92.249.150/0001-51) | OBJECT COMERCIO DE EQUIPAMENTOS LTDA (25.462.154/0001-26) | ESCOLA DE AVIACAO CIVIL ASAS ROTATIVAS LTDA (03.871.566/0003-49) | EFAI - ESCOLA DE AVIACAO CIVIL LTDA (03.622.266/0001-64)";"1";"A presente Ata tem por objeto o registro de preços para a eventual aquisição de comparadores balísticos manuais e equipamento de limpeza ultrassônica para os institutos de perícia, especificados no Termo de Referência, anexo do Edital do Pregão Eletrônico nº 90006/2025, que é parte integrante desta Ata, assim como as propostas cujos preços tenham sido registrados, independentemente de transcrição.";"https://pncp.gov.br/app/atas/00394494000136/2025/219/1"
"00046/2025";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90034/2024";"Pregão";"31/07/2025";"04/08/2025";"04/08/2027";"Vigente";"1.537.579,60";"NW DRONES COMERCIO E MANUTENCAO DE DRONES LTDA (32.907.435/0001-00) | O.FILIZZOLA & CIA LTDA (61.182.424/0001-09)";"1";"A presente Ata tem por objeto o registro de preços para a eventual aquisição de equipamentos de controle de distúrbios civis (CDC), especificada no item 2, constante(s) da tabela anexa ao item 1.1 do Termo de Referência (29988158), anexo I do edital de Licitação nº 90034/2024 (30013155) que é parte integrante desta Ata, assim como a proposta cujo preço tenha sido registrado (32027921), independentemente de transcrição.";"https://pncp.gov.br/app/atas/00394494000136/2024/1398/5"
"00047/2025";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90034/2024";"Pregão";"31/07/2025";"04/08/2025";"04/08/2027";"Vigente";"1.374.548,30";"COMPANHIA BRASILEIRA DE CARTUCHOS (57.494.031/0001-63) | COMPANHIA BRASILEIRA DE CARTUCHOS (57.494.031/0010-54) | ARBJI COMERCIO DE ELETRONICOS E COMPONENTES LTDA (04.730.121/0001-40)";"1";"A presente Ata tem por objeto o registro de preços para a eventual aquisição de equipamentos de controle de distúrbios civis (CDC), especificada no item 3, constante(s) da tabela anexa ao item 1.1 do Termo de Referência (29988158), anexo I do edital de Licitação nº 90034/2024 (30013155) que é parte integrante desta Ata, assim como a proposta cujo preço tenha sido registrado (32080222), independentemente de transcrição.";"https://pncp.gov.br/app/atas/00394494000136/2024/1398/6"
"00040/2026";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA";"1665/2025";"Pregão - Eletrônico";"28/07/2026";"30/07/2026";"30/07/2027";"Vigente (Contratos.gov.br)";"98.507.080,82";"TRIEL-HT INDUSTRIAL E PARTICIPACOES S/A (89.422.042/0001-24) | TORINO INFORMATICA LTDA.. (03.619.767/0005-15) | ESCOLA DE AVIACAO CIVIL ASAS ROTATIVAS LTDA (03.871.566/0003-49) | EFAI - ESCOLA DE AVIACAO CIVIL LTDA (03.622.266/0001-64)";"1";"Registro de preços para contratação de serviço especializado de formação de pilotos de aeronaves.";"https://pncp.gov.br/app/atas/00394494000136/2025/1665/2"
"00039/2026";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA";"1665/2025";"Pregão - Eletrônico";"27/07/2026";"29/07/2026";"29/07/2027";"Vigente (Contratos.gov.br)";"337.345.560,59";"MITREN - SISTEMAS E MONTAGENS VEICULARES S.A. (92.249.150/0001-51) | OBJECT COMERCIO DE EQUIPAMENTOS LTDA (25.462.154/0001-26) | ESCOLA DE AVIACAO CIVIL ASAS ROTATIVAS LTDA (03.871.566/0003-49) | EFAI - ESCOLA DE AVIACAO CIVIL LTDA (03.622.266/0001-64)";"1";"Registro de preços para contratação de serviço especializado de formação de pilotos de aeronaves.";"https://pncp.gov.br/app/atas/00394494000136/2025/1665/1"
"00040/2025";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90014/2025";"Pregão";"21/07/2025";"22/07/2025";"22/07/2027";"Vigente";"2.092.496,00";"TRIEL-HT INDUSTRIAL E PARTICIPACOES S/A (89.422.042/0001-24) | TORINO INFORMATICA LTDA.. (03.619.767/0005-15) | ESCOLA DE AVIACAO CIVIL ASAS ROTATIVAS LTDA (03.871.566/0003-49) | EFAI - ESCOLA DE AVIACAO CIVIL LTDA (03.622.266/0001-64)";"1";"A presente Ata tem por objeto o registro de preços para a eventual aquisição de equipamento de ancoragem (dock station), especificado no item 01 do Termo de Referência (30781763),anexo I do Edital do Pregão Eletrônico nº 90014/2025, que é parte integrante desta Ata,  assim como as propostas cujos preços tenham sido registrados, independentemente de transcrição.";"https://pncp.gov.br/app/atas/00394494000136/2025/571/1"
"00033/2026";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90027/2025";"Pregão";"20/07/2026";"22/07/2026";"22/07/2027";"Vigente";"48.464,22";"RENAULT DO BRASIL S.A. (00.913.443/0001-73) | PONIX DISTRIBUIDORA DE PRODUTOS LTDA (32.282.397/0001-48)";"1";"A presente Ata tem por objeto o registro de preços para a eventual contratação de Material de Comunicação Social, Bandeiras e Correlatos para atender às demandas da Diretoria da Força Nacional de Segurança Pública e demais órgãos participantes, especificados no item 30 do Termo de Referência (33465601), anexo do Edital do Pregão Eletrônico nº  90027/2025, que é parte integrante desta Ata, assim como as propostas cujos preços tenham sido registrados, independentemente de transcrição.";"https://pncp.gov.br/app/atas/00394494000136/2025/1313/13"
"00036/2025";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90001/2025";"Pregão";"18/07/2025";"21/07/2025";"21/07/2027";"Vigente";"20.405.768,96";"GESPI INDUSTRIA E COMERCIO DE EQUIPAMENTOS AERONAUTICOS LTDA (45.218.484/0001-88) | SIGMETAL INDUSTRIA DE EQUIPAMENTOS EM ACOS LTDA (50.937.669/0001-82) | LIDER BANDEIRAS E UNIFORMES LTDA (50.615.423/0001-94)";"4";"Aquisição de Equipamentos de Atividade Física, para atender demanda da Secretaria Nacional de Segurança Púbica e demais órgão participantes, especificados nos itens 1 a 4 do Termo de Referência (29867900), anexo do Edital do Pregão Eletrônico nº 90001/2025 (30660110), que é parte integrante desta Ata, assim como as propostas cujos preços tenham sido registrados, independentemente de transcrição.";"https://pncp.gov.br/app/atas/00394494000136/2025/220/1"
"00038/2026";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90002/2026";"Pregão";"20/07/2026";"21/07/2026";"20/07/2027";"Vigente";"14.417.896,92";"LEICA DO BRASIL IMPORTACAO E COMERCIO LTDA. (52.201.456/0001-13) | ULTRAMAR USA ()";"1";"A presente Ata tem por objeto o registro de preços para a eventual aquisição de sonar tipo Side Scan para buscas submersas em mergulho, para atender demanda da Secretaria Nacional de Segurança Púbica e demais órgãos participantes, especificados no item 01 do Termo de Referência (34720840), anexo do Edital do Pregão Eletrônico nº 90002/2026, que é parte integrante desta Ata, assim como as propostas cujos preços tenham sido registrados, independentemente de transcrição.";"https://pncp.gov.br/app/atas/00394494000136/2026/275/1"
"00035/2025";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90029/2024";"Pregão";"15/07/2025";"16/07/2025";"16/07/2027";"Vigente";"370.672.392,00";"STELLANTIS AUTOMOVEIS BRASIL LTDA. (16.701.716/0001-56) | LUCAS RICARDO MANIERI DE ALMEIDA  LTDA (54.860.605/0001-81)";"1";"RETIFICAR o nome do partícipe no item 3.2 da Ata de Registro de Preços 35/2025 (32075665), UASG 928093, para que passe a constar a seguinte denominação no registro: Fundo Estadual de Segurança Pública de Rondônia.";"https://pncp.gov.br/app/atas/00394494000136/2024/1436/4"
"00035/2026";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90027/2025";"Pregão";"06/07/2026";"07/07/2026";"07/07/2027";"Vigente";"3.228.595,00";"STELLANTIS AUTOMOVEIS BRASIL LTDA. (16.701.716/0001-56) | LUCAS RICARDO MANIERI DE ALMEIDA  LTDA (54.860.605/0001-81)";"5";"A presente Ata tem por objeto o registro de preços para a eventual contratação de Material de Comunicação Social, Bandeiras e Correlatos para atender às demandas da Diretoria da Força Nacional de Segurança Pública e demais órgãos participantes, especificados no itens 12, 13, 19, 21 e 22 do Termo de Referência (33465601), anexo do Edital do Pregão Eletrônico nº 90027/2025, que é parte integrante desta Ata, assim como as propostas cujos preços tenham sido registrados, independentemente de transcrição.";"-"
"00034/2025";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90003/2025";"Pregão";"27/06/2025";"28/06/2025";"28/06/2027";"Vigente";"79.890.470,00";"BMW MANUFACTURING INDUSTRIA DE MOTOS DA AMAZONIA LTDA (23.871.782/0001-30) | FULL - BROADCAST & AUDIO - LTDA (18.964.131/0001-54)";"1";"A presente Ata tem por objeto o registro de preços para a eventual aquisição de veículos especiais caracterizados, para atender demanda da Secretaria Nacional de Segurança Púbica e demais órgão participantes, especificado no item 4 do Termo de Referência (30672344), anexo do Edital do Pregão Eletrônico nº 90003/2025, que é parte integrante desta Ata, assim como as propostas cujos preços tenham sido registrados, independentemente de transcrição.";"https://pncp.gov.br/app/atas/00394494000136/2025/304/3"
"00032/2025";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90003/2025";"Pregão";"26/06/2025";"27/06/2025";"27/06/2027";"Vigente";"662.148.720,00";"GENERAL MOTORS DO BRASIL LTDA (59.275.792/0001-50) | CINEFLEX INDUSTRIA DE PRODUTOS VISUAIS LTDA (10.776.858/0001-04)";"1";"A presente Ata tem por objeto o registro de preços para a eventual aquisição de veículos especiais caracterizados, para atender demanda da Secretaria Nacional de Segurança Púbica e demais órgão participantes, especificado no item 1 do Termo de Referência (30672344), anexo do Edital do Pregão Eletrônico nº 90003/2025, que é parte integrante desta Ata, assim como as propostas cujos preços tenham sido registrados, independentemente de transcrição.";"https://pncp.gov.br/app/atas/00394494000136/2025/304/1"
"00031/2025";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90005/2024";"Pregão";"24/06/2025";"25/06/2025";"25/06/2027";"Vigente";"185.709.430,03";"MARCELO SILVEIRA DA COSTA (40437906191) | REPREMIG REPRESENTACAO E COMERCIO DE MINAS GERAIS LTDA (65.149.197/0002-51)";"2";"A presente Ata tem por objeto o registro de preços para a aquisição de armamentos e acessórios, visando atender à demanda da Secretaria Nacional de Segurança Pública e demais órgãos participantes, especificados nos itens do Termo de Referência nº 10/2024 (27983823), anexo do Edital de Licitação PE 90005/2024 (27963927), que é parte integrante desta Ata, assim como as propostas cujos preços tenham sido registrados, independentemente de transcrição.";"https://pncp.gov.br/app/atas/00394494000136/2024/291/2"
"00026/2026";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90027/2025";"Pregão";"10/06/2026";"22/06/2026";"22/06/2027";"Vigente";"57.597,60";"R.BRANDS LTDA (13.992.333/0001-96) | M. TOZZI VESTUARIOS LTDA (19.879.447/0001-00)";"1";"A presente Ata tem por objeto o registro de preços para a eventual contratação de Material de Comunicação Social, Bandeiras e Correlatos para atender às demandas da Diretoria da Força Nacional de Segurança Pública e demais órgãos participantes, especificados no item 11 do Termo de Referência (33465601), anexo do Edital do Pregão Eletrônico nº  90027/2025, que é parte integrante desta Ata, assim como as propostas cujos preços tenham sido registrados, independentemente de transcrição.";"https://pncp.gov.br/app/atas/00394494000136/2025/1313/5"
"00029/2026";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90027/2025";"Pregão";"10/06/2026";"22/06/2026";"22/06/2027";"Vigente";"6.173.200,00";"INOVA EQUIPAMENTOS DE RESGATE LTDA. (44.542.555/0001-30) | KASA KOMPLETA COMERCIO E SERVICOS LTDA (04.932.770/0001-23)";"1";"A presente Ata tem por objeto o registro de preços para a eventual contratação de Material de Comunicação Social, Bandeiras e Correlatos para atender às demandas da Diretoria da Força Nacional de Segurança Pública e demais órgãos participantes, especificados no item 17 do Termo de Referência (33465601), anexo do Edital do Pregão Eletrônico nº  90027/2025, que é parte integrante desta Ata, assim como as propostas cujos preços tenham sido registrados, independentemente de transcrição.";"https://pncp.gov.br/app/atas/00394494000136/2025/1313/6"
"00031/2026";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90027/2025";"Pregão";"10/06/2026";"22/06/2026";"22/06/2027";"Vigente";"1.609.452,00";"MARCELO SILVEIRA DA COSTA (40437906191) | REPREMIG REPRESENTACAO E COMERCIO DE MINAS GERAIS LTDA (65.149.197/0002-51)";"1";"A presente Ata tem por objeto o registro de preços para a eventual contratação de Material de Comunicação Social, Bandeiras e Correlatos para atender às demandas da Diretoria da Força Nacional de Segurança Pública e demais órgãos participantes, especificados no item 27 do Termo de Referência (33465601), anexo do Edital do Pregão Eletrônico nº  90027/2025, que é parte integrante desta Ata, assim como as propostas cujos preços tenham sido registrados, independentemente de transcrição.";"https://pncp.gov.br/app/atas/00394494000136/2025/1313/8"
"00030/2026";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90027/2025";"Pregão";"12/06/2026";"22/06/2026";"22/06/2027";"Vigente";"31.970,00";"RNL TRADE AND FACILITIES LTDA (15.655.026/0001-45) | DOURADOS COMERCIO VAREJISTA DE MATERIAL ELETRO ELETRONICO LTDA (10.879.397/0001-97)";"1";"A presente Ata tem por objeto o registro de preços para a eventual contratação de Material de Comunicação Social, Bandeiras e Correlatos para atender às demandas da Diretoria da Força Nacional de Segurança Pública e demais órgãos participantes, especificados no item 24 do Termo de Referência (33465601), anexo do Edital do Pregão Eletrônico nº  90027/2025, que é parte integrante desta Ata, assim como as propostas cujos preços tenham sido registrados, independentemente de transcrição.";"https://pncp.gov.br/app/atas/00394494000136/2025/1313/7"
"00028/2026";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90027/2025";"Pregão";"09/06/2026";"22/06/2026";"22/06/2027";"Vigente";"137.500,00";"S.O.S SUL RESGATE - COMERCIO E SERVICOS DE SEGURANCA E SINALIZACAO LTDA (03.928.511/0001-66) | I-STRATEGIA BRASIL LTDA (14.777.617/0001-22)";"1";"A presente Ata tem por objeto o registro de preços para a eventual contratação de Material de Comunicação Social, Bandeiras e Correlatos para atender às demandas da Diretoria da Força Nacional de Segurança Pública e demais órgãos participantes, especificados no item 16 do Termo de Referência (33465601), anexo do Edital do Pregão Eletrônico nº  90027/2025, que é parte integrante desta Ata, assim como as propostas cujos preços tenham sido registrados, independentemente de transcrição.";"https://pncp.gov.br/app/atas/00394494000136/2025/1313/4"
"00034/2026";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90027/2025";"Pregão";"11/06/2026";"22/06/2026";"22/06/2027";"Vigente";"3.101.174,00";"BMW MANUFACTURING INDUSTRIA DE MOTOS DA AMAZONIA LTDA (23.871.782/0001-30) | FULL - BROADCAST & AUDIO - LTDA (18.964.131/0001-54)";"2";"A presente Ata tem por objeto o registro de preços para a eventual contratação de Material de Comunicação Social, Bandeiras e Correlatos para atender às demandas da Diretoria da Força Nacional de Segurança Pública e demais órgãos participantes, especificados no itens 18 e 23 do Termo de Referência (33465601), anexo do Edital do Pregão Eletrônico nº 90027/2025, que é parte integrante desta Ata, assim como as propostas cujos preços tenham sido registrados, independentemente de transcrição.";"https://pncp.gov.br/app/atas/00394494000136/2025/1313/10"
"00036/2026";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90027/2025";"Pregão";"09/06/2026";"22/06/2026";"22/06/2027";"Vigente";"1.264.050,80";"GESPI INDUSTRIA E COMERCIO DE EQUIPAMENTOS AERONAUTICOS LTDA (45.218.484/0001-88) | SIGMETAL INDUSTRIA DE EQUIPAMENTOS EM ACOS LTDA (50.937.669/0001-82) | LIDER BANDEIRAS E UNIFORMES LTDA (50.615.423/0001-94)";"9";"A presente Ata tem por objeto o registro de preços para a eventual contratação de Material de Comunicação Social, Bandeiras e Correlatos para atender às demandas da Diretoria da Força Nacional de Segurança Pública e demais órgãos participantes, especificados no itens 02, 03, 04, 05, 07, 08, 09, 10 e 29 do Termo de Referência (33465601), anexo do Edital do Pregão Eletrônico nº  90027/2025, que é parte integrante desta Ata, assim como as propostas cujos preços tenham sido registrados, independentemente de transcrição.";"https://pncp.gov.br/app/atas/00394494000136/2025/1313/11"
"00032/2026";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90027/2025";"Pregão";"10/06/2026";"22/06/2026";"22/06/2027";"Vigente";"204.960,00";"GENERAL MOTORS DO BRASIL LTDA (59.275.792/0001-50) | CINEFLEX INDUSTRIA DE PRODUTOS VISUAIS LTDA (10.776.858/0001-04)";"1";"A presente Ata tem por objeto o registro de preços para a eventual contratação de Material de Comunicação Social, Bandeiras e Correlatos para atender às demandas da Diretoria da Força Nacional de Segurança Pública e demais órgãos participantes, especificados no item 28 do Termo de Referência (33465601), anexo do Edital do Pregão Eletrônico nº  90027/2025, que é parte integrante desta Ata, assim como as propostas cujos preços tenham sido registrados, independentemente de transcrição.";"https://pncp.gov.br/app/atas/00394494000136/2025/1313/9"
"00037/2026";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90004/2026";"Pregão";"10/06/2026";"15/06/2026";"15/06/2027";"Vigente";"1.505.222.750,00";"CONDOR S/A INDUSTRIA QUIMICA (30.092.431/0001-96) | INK FITNESS EQUIPAMENTOS ESPORTIVOS LTDA (45.196.517/0001-36) | ACTATEC INDUSTRIA E COMERCIO DE PECAS E ACESSORIOS PARA VEICULOS LTDA. (34.032.252/0002-03)";"2";"A presente Ata tem por objeto o registro de preços para a eventual aquisição de solução integrada de blindagem automotiva, contemplando o fornecimento de plataforma veicular nova e a execução completa da blindagem integral nível III, para atender demanda da Secretaria Nacional de Segurança Púbica e demais órgãos participantes, especificados no itens 1 e 2 do Termo de Referência (35323170), anexo do Edital do Pregão Eletrônico nº 90004/2026, que é parte integrante desta Ata, assim como as propostas cujos preços tenham sido registrados, independentemente de transcrição.";"https://pncp.gov.br/app/atas/00394494000136/2026/366/1"
"00025/2026";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90027/2025";"Pregão";"09/06/2026";"10/06/2026";"10/06/2027";"Vigente";"131.885,00";"BECATH SOLUCOES INTEGRADAS LTDA (47.010.717/0001-88) | SUPORTE INDUSTRIA E COMERCIO DE ARTIGOS MILITARES LTDA (15.136.916/0001-40) | BANDEIRAS ON LINE ARTEFATOS TEXTEIS LTDA (00.295.234/0001-03)";"1";"A presente Ata tem por objeto o registro de preços para a eventual contratação de Material de Comunicação Social, Bandeiras e Correlatos para atender às demandas da Diretoria da Força Nacional de Segurança Pública e demais órgãos participantes, especificados no item 6 do Termo de Referência (33465601), anexo do Edital do Pregão Eletrônico nº  90027/2025, que é parte integrante desta Ata, assim como as propostas cujos preços tenham sido registrados, independentemente de transcrição.";"https://pncp.gov.br/app/atas/00394494000136/2025/1313/3"
"00027/2026";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90027/2025";"Pregão";"03/06/2026";"04/06/2026";"04/06/2027";"Vigente";"222.495,00";"ARMA DEFENSE IMPORTACAO E EXPORTACAO LTDA (41.406.069/0001-05) | M&B AUTOMACAO LTDA (26.786.305/0001-64)";"1";"A presente Ata tem por objeto o registro de preços para a eventual contratação de Material de Comunicação Social, Bandeiras e Correlatos para atender às demandas da Diretoria da Força Nacional de Segurança Pública e demais órgãos participantes, especificados no item 15 do Termo de Referência (33465601), anexo do Edital do Pregão Eletrônico nº  90027/2025, que é parte integrante desta Ata, assim como as propostas cujos preços tenham sido registrados, independentemente de transcrição.";"https://pncp.gov.br/app/atas/00394494000136/2025/1313/2"
"00015/2026";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90010/2025";"Pregão";"30/04/2026";"04/05/2026";"04/05/2027";"Vigente";"7.722.812,48";"ELBER INDUSTRIA DE REFRIGERACAO LTDA (81.618.753/0001-67) | ANATOMIC COMERCIO E ASSISTENCIA TECNICA DE EQUIPAMENTOS HOSPITALARES E EDUCACION (02.976.881/0001-06)";"1";"A presente Ata tem por objeto o registro de preços para a eventual aquisição de equipamentos de Atendimento Pré-Hospitalar (APH) e APH Tático, especificado no item 52 do Termo de Referência (31465512), anexo do edital de Licitação nº 10/2025, que é parte integrante desta Ata, assim como as propostas cujos preços tenham sido registrados, independentemente de transcrição.";"https://pncp.gov.br/app/atas/00394494000136/2025/322/13"
"00029/2025";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90023/2024";"Pregão";"29/04/2025";"30/04/2025";"30/04/2027";"Vigente";"971.199,00";"INOVA EQUIPAMENTOS DE RESGATE LTDA. (44.542.555/0001-30) | KASA KOMPLETA COMERCIO E SERVICOS LTDA (04.932.770/0001-23)";"1";"A presente Ata tem por objeto o registro de preços para a eventual aquisição de equipamentos de mergulho, busca e salvamento, especificado no item 26 do Termo de Referência (29551551), anexo I do edital de Licitação nº 23/2024 (29366764) que é parte integrante desta Ata, assim como as propostas cujos preços tenham sido registrados, independentemente de transcrição.";"https://pncp.gov.br/app/atas/00394494000136/2024/1130/15"
"00020/2026";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90027/2025";"Pregão";"29/04/2026";"30/04/2026";"30/04/2027";"Vigente";"80.984,00";"ABSOLUT TECHNOLOGIES PROJETOS E CONSULTORIA LTDA (02.423.819/0001-97) | RENAULT DO BRASIL S.A. (00.913.443/0001-73) | FABRICA DAS BANDEIRAS INDUSTRIA COMERCIO DE CONFECCOES SERVICOS E ACESSORIOS LTD (04.884.221/0001-20)";"1";"O registro de preços para a eventual aquisição de Suporte de Mastro de Bandeiras (2 mastro), para atender demanda da Secretaria Nacional de Segurança Pública e demais órgãos participantes, especificados no item 1 do Termo de Referência (33465601), anexo do Edital do Pregão Eletrônico nº  90027/2025, que é parte integrante desta Ata, assim como as propostas cujos preços tenham sido registrados, independentemente de transcrição.";"https://pncp.gov.br/app/atas/00394494000136/2025/1313/1"
"00019/2026";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90010/2025";"Pregão";"24/04/2026";"27/04/2026";"27/04/2027";"Vigente";"785.637,36";"BEM ESTAR HOSPITALAR COMERCIO DE EQUIPAMENTOS HOSPITALAR E MATERIAIS PARA SAUDE  (08.299.803/0001-09) | CIRURGICA SAO FELIPE PRODUTOS PARA SAUDE LTDA (07.626.776/0001-60)";"1";"A presente Ata tem por objeto o registro de preços para a eventual aquisição de equipamentos de Atendimento Pré-Hospitalar (APH) e APH Tático, especificado no item 49 do Termo de Referência (31465512), anexo do edital de Licitação nº 10/2025, que é parte integrante desta Ata, assim como as propostas cujos preços tenham sido registrados, independentemente de transcrição.";"https://pncp.gov.br/app/atas/00394494000136/2025/322/12"
